outer_fold_id,held_out_core,selected_alpha,resample,null_spearman
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,1,0.08886337543053961
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,2,-0.08118150506210207
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,3,0.3866193507984553
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,4,-0.028285147688132763
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,5,0.07007619246425216
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,6,0.03676025467070243
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,7,-0.276275962843127
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,8,-0.21089656612044672
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,9,-0.19156664231291096
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,10,-0.16317712138607662
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,11,0.03417179835090283
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,12,-0.4189333055004697
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,13,-0.0744181191942386
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,14,-0.32437115123682286
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,15,-0.04197891660578228
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,16,-0.02866089134745851
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,17,0.06807222628118151
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,18,0.016177851998747522
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,19,-0.16204989040809936
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,20,-0.11921511324496399
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,21,-0.10915353303413004
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,22,0.1646800960233796
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,23,-0.11662665692516438
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,24,0.09587725707128693
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,25,0.03479803778311241
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,26,-0.005615280242145914
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,27,-0.1892286817659952
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,28,0.03179208850850642
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,29,-0.024611209685836553
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,30,0.3222419371673103
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,31,-0.14848136937689177
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,32,0.09153533034130049
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,33,0.39722367185053753
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,34,0.2552760672163657
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,35,-0.07596284312702223
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,36,0.34286608913474587
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,37,-0.2610374699926939
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,38,-0.37108861287965766
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,39,0.029454127961590647
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,40,-0.10184740632501826
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,41,-0.2772361966391817
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,42,-0.0759210938315416
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,43,-0.3315102807640121
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,44,-0.20500991545767666
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,45,-0.497254983822148
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,46,0.08723515290679469
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,47,-0.12455902306648575
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,48,0.07249765160212922
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,49,-0.15365828201649098
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,50,0.3249556413735518
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,51,0.07537835299029329
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,52,-0.0311240997808162
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,53,-0.018056570295376266
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,54,0.2974846049472915
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,55,-0.08063876422085377
T194_OUTER_01,PMC9633814_CORE_FACILITY_1,0.1,56,0.0021500887172528965
