target_observation_id,source_id,laboratory_anchor,source_license,canonical_accession,measurement_batch_id,biological_unit_id,source_asset_id,source_worksheet,source_row,source_coordinate,source_identifier,source_sample,condition_label,technical_replicate_id,author_quantity_type,author_numeric_value,author_value_state,rank_target_eligible,prefrozen_target_universe_member,multi_accession_group_flag,source_local_rank_percentile,source_batch_positive_count,cross_source_scale_use
T193_3e782387e93e60fa6981,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO77,,blood_proteomics_xlsx,usGO 0h vs 6h,644,O644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0013028224233394585,POSITIVE_FINITE,true,true,false,0.66666666666666663,19,PROHIBITED
T193_3e85a991e4003b2e6b3c,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO66,,blood_proteomics_xlsx,sGO 0h v 6h,514,T514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00096796768721665166,POSITIVE_FINITE,true,true,false,0.55555555555555558,19,PROHIBITED
T193_3f008afa0df41b647d8d,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO103,,blood_proteomics_xlsx,sGO 0h v 6h,331,W331,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;K7ESE1_HUMAN;B4DJM5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.013614325258481892,POSITIVE_FINITE,true,true,true,0.88888888888888884,19,PROHIBITED
T193_3f1462d8894b4b16b890,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,T_D1_165,T_D1_165,protein_groups,,149,LFQ intensity T_D1_165_1_S1-A7_6653:149,P04004;CON__Q3ZBS7,T_D1_165_1_S1-A7_6653,,1,,2840000.0,POSITIVE,true,true,true,0.8571428571428571,15,PROHIBITED
T193_40140e1ef5a60146c638,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,283,M283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0019389910563521325,POSITIVE_FINITE,true,true,true,0.78947368421052633,20,PROHIBITED
T193_406f393d22734e03f5f4,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO73,,blood_proteomics_xlsx,sGO 0h v 6h,74,H74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.014037864918432511,POSITIVE_FINITE,true,true,true,0.94444444444444442,19,PROHIBITED
T193_4084c3df7e6f2a9a2160,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,,blood_proteomics_xlsx,sGO 0h v 6h,140,U140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,5.023434223544927e-06,POSITIVE_FINITE,true,true,true,0,19,PROHIBITED
T193_408a5ff3731ef7dd7099,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P07996,T_D3_119a,T_D3_119a,protein_groups,,202,LFQ intensity T_D3_119a_1_S1-E7_6685:202,P07996;CON__Q28194;P35442,T_D3_119a_1_S1-E7_6685,,1,,20484.0,POSITIVE,true,true,true,0.30769230769230771,14,PROHIBITED
T193_409455a9329dd3af0c08,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04264,T_D3_198,T_D3_198,protein_groups,,160,LFQ intensity T_D3_198_1_S1-C8_6671:160,P04264;CON__P04264;CON__Q6IFZ6;CON__H-INV:HIT000016045;CON__Q9H552,T_D3_198_1_S1-C8_6671,,1,,805870.0,POSITIVE,true,true,true,0.75,25,PROHIBITED
T193_40c365ff80cac41aa4d1,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,,blood_proteomics_xlsx,sGO 0h v 6h,413,G413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0010770537269816892,POSITIVE_FINITE,true,true,false,0.41176470588235292,18,PROHIBITED
T193_40fea312d5f4a9b6044b,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,T_D3_198,T_D3_198,protein_groups,,149,LFQ intensity T_D3_198_1_S1-C8_6671:149,P04004;CON__Q3ZBS7,T_D3_198_1_S1-C8_6671,,1,,1835800.0,POSITIVE,true,true,true,0.83333333333333337,25,PROHIBITED
T193_41108993bc3c4fa4303a,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P60174,R4_PXD060795_F1,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,150,X150,P60174,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1339732.02955889,POSITIVE,true,true,false,0.29999999999999999,21,PROHIBITED
T193_41157b54ff2660cca597,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO42,,blood_proteomics_xlsx,usGO 0h vs 6h,73,F73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0001782183619218944,POSITIVE_FINITE,true,true,true,0,19,PROHIBITED
T193_411fa777bcbeb08dffad,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO34,,blood_proteomics_xlsx,sGO 0h v 6h,226,R226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00017934642450312478,POSITIVE_FINITE,true,true,true,0,19,PROHIBITED
T193_4194477f79ae7031451b,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO36,,blood_proteomics_xlsx,usGO 0h vs 6h,381,R381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.015320751563225286,POSITIVE_FINITE,true,true,true,0.94444444444444442,19,PROHIBITED
T193_41d911a09196e7f90815,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO52,,blood_proteomics_xlsx,sGO 0h v 6h,140,S140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,1.2243367955569678e-06,POSITIVE_FINITE,true,true,true,0,18,PROHIBITED
T193_41faf3bcdc82fae53a92,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P04264,R4_PXD060795_F2,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,361,Y361,P04264,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,7773218238.68741,POSITIVE,true,true,false,1,20,PROHIBITED
T193_42374ba0abd3e876e2f5,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO87,,blood_proteomics_xlsx,usGO 0h vs 6h,83,X83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00041374460199084976,POSITIVE_FINITE,true,true,false,0.052631578947368418,20,PROHIBITED
T193_427782fb2ac5d58daad5,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO34,,blood_proteomics_xlsx,sGO 0h v 6h,331,R331,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;K7ESE1_HUMAN;B4DJM5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0065058749600719308,POSITIVE_FINITE,true,true,true,0.72222222222222221,19,PROHIBITED
T193_43418dfbd8aa15b2518f,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO125,,blood_proteomics_xlsx,usGO 0h vs 6h,73,N73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00016470547238372501,POSITIVE_FINITE,true,true,true,0.44444444444444442,19,PROHIBITED
T193_43c932d811beb86a8a56,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO21,,blood_proteomics_xlsx,sGO 0h v 6h,140,D140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0073831836320801432,POSITIVE_FINITE,true,true,true,0.66666666666666663,19,PROHIBITED
T193_43cf2ad4945f233403f9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,T_D3_198,T_D3_198,protein_groups,,51,LFQ intensity T_D3_198_1_S1-C8_6671:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,T_D3_198_1_S1-C8_6671,,1,,4926500.0,POSITIVE,true,true,true,0.95833333333333337,25,PROHIBITED
T193_4436bf51b19eca2901f7,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,PT_D3_30,PT_D3_30,protein_groups,,51,LFQ intensity PT_D3_30_1_S1-E3_6677:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,PT_D3_30_1_S1-E3_6677,,1,,215.04,POSITIVE,true,true,true,0,14,PROHIBITED
T193_4475afa8c532cd30850d,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO87,,blood_proteomics_xlsx,usGO 0h vs 6h,66,X66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.055523547806428701,POSITIVE_FINITE,true,true,true,1,20,PROHIBITED
T193_44ff968d4f42f98b2327,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,,blood_proteomics_xlsx,sGO 0h v 6h,331,X331,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;K7ESE1_HUMAN;B4DJM5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0041566758480006986,POSITIVE_FINITE,true,true,true,0.88888888888888884,19,PROHIBITED
T193_457f74c16a4ba800f8ee,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO62,,blood_proteomics_xlsx,usGO 0h vs 6h,66,U66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,2.1431303632151213,POSITIVE_FINITE,true,true,true,1,20,PROHIBITED
T193_459c1989bb836c83dfda,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO62,,blood_proteomics_xlsx,usGO 0h vs 6h,644,U644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00067932316640017902,POSITIVE_FINITE,true,true,false,0.21052631578947367,20,PROHIBITED
T193_45c71888666106fd7ec2,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO60,,blood_proteomics_xlsx,usGO 0h vs 6h,73,H73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0001600377066642598,POSITIVE_FINITE,true,true,true,0.27777777777777779,19,PROHIBITED
T193_45dac6a628671e47c54b,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,PT_D3_22,PT_D3_22,protein_groups,,51,LFQ intensity PT_D3_22_2_S1-D4_6664:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,PT_D3_22_2_S1-D4_6664,,2,,228.32,POSITIVE,true,true,true,0,13,PROHIBITED
T193_45ec216512be77142c94,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D1_20,PT_D1_20,protein_groups,,149,LFQ intensity PT_D1_20_1_S1-E1_6673:149,P04004;CON__Q3ZBS7,PT_D1_20_1_S1-E1_6673,,1,,2677400.0,POSITIVE,true,true,true,0.90909090909090906,12,PROHIBITED
T193_46387055378b2ea5c5c6,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO40,,blood_proteomics_xlsx,usGO 0h vs 6h,66,E66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.064076793119321129,POSITIVE_FINITE,true,true,true,1,19,PROHIBITED
T193_463c656fb49cbb6f9f99,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO86,,blood_proteomics_xlsx,usGO 0h vs 6h,83,W83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00018699669538455588,POSITIVE_FINITE,true,true,false,0.052631578947368418,20,PROHIBITED
T193_46e8e4a56e048ed09415,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,T_D3_198,T_D3_198,protein_groups,,51,LFQ intensity T_D3_198_2_S1-D8_6672:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,T_D3_198_2_S1-D8_6672,,2,,5077700.0,POSITIVE,true,true,true,1,25,PROHIBITED
T193_474f8c4dac2d5065b807,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,381,Z381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0030477018417583691,POSITIVE_FINITE,true,true,true,0.78947368421052633,20,PROHIBITED
T193_475548f3258e53d9c52c,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,169,O169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0054544753124377097,POSITIVE_FINITE,true,true,true,0.70588235294117652,18,PROHIBITED
T193_47ad744f82ed485b0aec,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO43,,blood_proteomics_xlsx,sGO 0h v 6h,74,F74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.011478946763275823,POSITIVE_FINITE,true,true,true,0.88235294117647056,18,PROHIBITED
T193_4875a9a2db8dd0335435,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO79,,blood_proteomics_xlsx,usGO 0h vs 6h,381,V381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0052740837423128932,POSITIVE_FINITE,true,true,true,0.83333333333333337,19,PROHIBITED
T193_487fda41acb5404b4dbd,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P07996,T_D1_165,T_D1_165,protein_groups,,202,LFQ intensity T_D1_165_1_S1-A7_6653:202,P07996;CON__Q28194;P35442,T_D1_165_1_S1-A7_6653,,1,,141440.0,POSITIVE,true,true,true,0.5714285714285714,15,PROHIBITED
T193_4921651c6a5e8368b467,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P07996,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO40,,blood_proteomics_xlsx,usGO 0h vs 6h,45,E45,TSP1_HUMAN;A0A024R9Q1_HUMAN;A0PJG0_HUMAN;A0A0B6XK25_HUMAN;A8MZG1_HUMAN;TSP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0015587382814728525,POSITIVE_FINITE,true,true,true,0.55555555555555558,19,PROHIBITED
T193_494811acefa52828459a,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO73,,blood_proteomics_xlsx,sGO 0h v 6h,140,H140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,2.1589887357706617e-05,POSITIVE_FINITE,true,true,true,0,19,PROHIBITED
T193_495d0e1699e0ce658b40,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P05556,R4_PXD060795_F9,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,338,AF338,P05556,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,266889.478713306,POSITIVE,true,true,false,0,16,PROHIBITED
T193_49726d9d2f55e3ad8561,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,,blood_proteomics_xlsx,sGO 0h v 6h,331,U331,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;K7ESE1_HUMAN;B4DJM5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0040893645110735384,POSITIVE_FINITE,true,true,true,0.77777777777777779,19,PROHIBITED
T193_498556bd77c5af7d2049,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO34,,blood_proteomics_xlsx,sGO 0h v 6h,140,R140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.025414177204625802,POSITIVE_FINITE,true,true,true,0.94444444444444442,19,PROHIBITED
T193_4ad7e9564453ddab843a,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,PT_D1_16,PT_D1_16,protein_groups,,51,LFQ intensity PT_D1_16_1_S1-A1_6641:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,PT_D1_16_1_S1-A1_6641,,1,,202.93,POSITIVE,true,true,true,0.0625,17,PROHIBITED
T193_4b5a94991d9e3ff75a1d,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO13,,blood_proteomics_xlsx,usGO 0h vs 6h,73,Q73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00060035129918338591,POSITIVE_FINITE,true,true,true,0.3888888888888889,19,PROHIBITED
T193_4bb8594d336c9aac5bfb,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,,blood_proteomics_xlsx,sGO 0h v 6h,74,G74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.019166175274716143,POSITIVE_FINITE,true,true,true,0.94117647058823528,18,PROHIBITED
T193_4be086afd22e95a9642e,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D3_28,PT_D3_28,protein_groups,,149,LFQ intensity PT_D3_28_1_S1-A5_6649:149,P04004;CON__Q3ZBS7,PT_D3_28_1_S1-A5_6649,,1,,2207500.0,POSITIVE,true,true,true,0.91666666666666663,13,PROHIBITED
T193_4c163754f8aee09908fd,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO4,,blood_proteomics_xlsx,sGO 0h v 6h,140,C140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,5.7346029321852071e-05,POSITIVE_FINITE,true,true,true,0,19,PROHIBITED
T193_4c2069ea31b9e1777013,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,Q9HDC9,R4_PXD060795_F1,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,21,X21,Q9HDC9,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,5090793.466849,POSITIVE,true,true,false,0.55000000000000004,21,PROHIBITED
T193_4c3ef0999cf7d6cc0829,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,PT_D3_85,PT_D3_85,protein_groups,,51,LFQ intensity PT_D3_85_2_S1-F4_6680:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,PT_D3_85_2_S1-F4_6680,,2,,314.58,POSITIVE,true,true,true,0.090909090909090912,12,PROHIBITED
T193_4c49fbd94218d84bed5b,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,,blood_proteomics_xlsx,sGO 0h v 6h,140,G140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00010415780316758478,POSITIVE_FINITE,true,true,true,0.058823529411764705,18,PROHIBITED
T193_4c617799dac70dd2b1cb,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,83,Y83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00022832857424158698,POSITIVE_FINITE,true,true,false,0.15789473684210525,20,PROHIBITED
T193_4ce0a8deabdc6e1ea247,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,,blood_proteomics_xlsx,sGO 0h v 6h,169,G169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0023832781774431183,POSITIVE_FINITE,true,true,true,0.76470588235294112,18,PROHIBITED
T193_4cffc75cc0f036beea46,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,T_D1_133,T_D1_133,protein_groups,,178,LFQ intensity T_D1_133_2_S1-B6_6652:178,P06396;CON__Q3SX14,T_D1_133_2_S1-B6_6652,,2,,3016800.0,POSITIVE,true,true,true,1,16,PROHIBITED
T193_4d6f2a134613f447a832,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO52,,blood_proteomics_xlsx,sGO 0h v 6h,226,S226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00050507590974093472,POSITIVE_FINITE,true,true,true,0.47058823529411764,18,PROHIBITED
