resample,null_mean_spearman
1,-0.040069412013558361
2,0.066807932643568727
3,0.094849640255290191
4,0.057388582686336426
5,0.12947601585747867
6,-0.05485169612152245
7,-0.029107321713152234
8,-0.25421897492544554
9,-0.074073913805655936
10,-0.086252196691387173
11,-0.20193175067976193
12,-0.056466302496228721
13,-0.10911271006439575
14,-0.070751452803813827
15,-0.16127279056079469
16,-0.11690443520248464
17,0.094439741754410875
18,-0.017347286406037735
19,0.012546096067735598
20,-0.010290481503827125
21,0.043757632967943279
22,0.093026321175357099
23,0.06027394143215431
24,0.092049546265760035
25,-0.0048794901651099936
26,-0.1550305239228493
27,-0.20034602246143032
28,-0.12278480511550573
29,0.034805611993116083
30,0.0026407759594223694
31,-0.036792571220021608
32,-0.055966929027514357
33,-0.20559894002355009
34,-0.17604050086775191
35,0.025457050148645438
36,-0.11104472593863009
37,0.0053802599744892281
38,-0.0030230345357124357
39,-0.034818749652095533
40,-0.14044883111473525
41,-0.044165487112558618
42,0.06496480691508176
43,0.072840022415606123
44,0.21496958643263309
45,0.05131150051791232
46,-0.026178168421329355
47,-0.083955428143339117
48,-0.084194708940704008
49,0.019525614662167248
50,0.02095920192512269
51,-0.12098952923331523
52,-0.058222821258010024
53,0.072078969650918909
54,0.07884844194509219
55,-0.013622059344256714
56,-0.017943158549094215
57,0.11701925130301463
58,-0.080912077854785949
59,-0.035489595794461155
60,-0.051116783843157598
61,0.082843807901735664
62,0.011678578360307659
63,0.070506002352308056
64,0.11577540796214228
65,0.14767719901511656
66,-0.21559057996064854
67,-0.044758273256155695
68,0.045837396321029018
69,-0.070484203230212122
70,0.024968491742571479
71,-0.089286541856892915
72,-0.14671781594360661
73,0.16399603312872418
74,-0.028000616594278237
75,0.01805923334748517
76,-0.047767826577337864
77,0.086870593035820273
78,0.021864879559405075
79,-0.12874955765726467
80,0.038359114942623208
81,-0.082322584605643276
82,-0.046029386631932602
83,-0.027656846241077733
84,0.065134779014118682
85,-0.025898755305651597
86,-0.22054696377533486
87,-0.12479822257261398
88,-0.079546126283849453
89,-0.049896519437419559
90,0.10100115987863412
91,0.12122599554686317
92,-0.03091021761139175
93,-0.053638566789887869
94,0.1631407592543781
95,0.012338696481731779
96,-0.056100893427303053
97,-0.11836744364315883
98,-0.02911523316772429
99,-0.23016009063785084
100,0.043504472415339404
101,0.14800252498304284
102,-0.20816661671886882
103,0.016422363865456913
104,-0.057712857338534269
105,-0.12642598661913168
106,0.034525705425758869
107,-0.029121241345798458
108,-0.10318681834068266
109,-0.12805398741836901
110,-0.0035592350504067105
111,-0.17726474987551116
112,0.015682301079675536
113,-0.16254979223561722
114,-0.048543259836955011
115,-0.033414726210992007
116,-0.10972487484450243
117,0.018773976748971022
118,0.066222146494892484
119,-0.085122308133723235
120,0.038442801054627412
121,-0.12461877527175004
122,-0.083983682430427906
123,0.032140081361962065
124,-0.18014656796693562
125,0.015905169014189025
126,-0.017137330935812246
127,-0.18666527743537689
128,0.13485629281266914
129,-0.10177277666115672
130,0.078148848431161752
131,-0.044025552102760566
132,0.031573088062347349
133,0.10383073778236411
134,-0.073404262758710384
135,-0.12697105703170153
136,-0.12691644319866352
137,-0.059307639624418443
138,0.030262054850388988
139,-0.096256976922374574
140,-0.050481520926400583
141,-0.078347766140325986
142,-0.071316693130577688
143,-0.18999493112177679
144,-0.12987533275600036
145,-0.078645589466541058
146,-0.032605245058742523
147,0.0053056085858620098
148,-0.20523894726982694
149,-0.12268796159481718
150,0.14578944897510118
151,-0.1701711068972365
152,-0.12091393680058179
153,-0.066862469811882666
154,-0.010214319199954932
155,-0.040328019081562819
156,-0.049251609103493368
157,-0.006019373531174192
158,0.055441094319687002
159,-0.061826634848262965
160,-0.131028918896272
161,-0.030895082322296985
162,0.0092630801565912226
163,-0.03811200360798974
164,0.10388518766852872
165,-0.057505782923407037
166,0.018371553659672732
167,-0.0057968813303451361
168,-0.15481242965458492
169,-0.075789017994797689
170,0.03283714437726263
171,-0.12806392421564314
172,0.091457103876706761
173,0.0072058197755585874
174,-0.023456118891175763
175,-0.14112050889860026
176,0.0132849961389741
177,-0.31754367156886737
178,-0.044489318631507103
179,0.063294175264677427
180,0.035079460547524852
181,-0.028531424791617428
182,0.063185924600222015
183,-0.014329178257384749
184,-0.11603660120101218
185,-0.13458645939694402
186,0.045062622267948257
187,0.11210733305406018
188,-0.087951566582984406
189,0.0084106720420667365
190,-0.1627216561060863
191,0.10980571718630588
192,-0.22124942281855914
193,-0.1301131257506197
194,0.11479383439863086
195,0.21083413135148898
196,-0.12444777277840104
197,-0.19410442915770351
198,-0.0073156526690970865
199,-0.032813314880603801
200,-0.037487295674164187
201,-0.060277428749203311
202,0.031964086871577854
203,0.059370939822431482
204,-0.16810250374462873
205,-0.19531458060336473
206,-0.1582731177311133
207,-0.039824824477993695
208,0.083216873499471322
209,0.074347178654594143
210,-0.10956091182106607
211,-0.14664214246517085
212,0.039437537957131272
213,0.14409516713978571
214,-0.093330130046156617
215,-0.19360500374013401
216,0.064366148970119691
217,-0.26824517240641715
218,-0.088109573643302602
219,0.057179239561328629
220,-0.059934492056804511
221,-0.024649921931470746
222,-0.060104483433679794
223,0.10282964920880042
224,-0.11768063121338398
225,-0.16537098090046076
226,0.015897110251389877
227,0.11633192887676595
228,-0.14209860135190316
229,-0.017062976591470332
230,-0.017613777981730829
231,-0.023234221098361898
232,-0.13208818116288873
233,0.061016437479996979
234,0.1047540041854353
235,0.12492948376349641
236,-0.18157928604192011
237,-0.11043359541461732
238,0.12139157065206155
239,0.1067595305911397
240,-0.10543603412678851
241,0.020872624859305737
242,-0.0035567369267091426
243,-0.0098885956784144548
244,0.096849331835200281
245,0.17335519990099754
246,-0.00035199069009438479
247,0.054039081184302444
248,-0.068402211279947861
249,0.019555950744573846
250,-0.1390716262663601
251,-0.056457150036758295
252,-0.091234566173350767
253,-0.089208937445191192
254,-0.012870282887492786
255,-0.060095901515518142
256,-0.21114202811069183
