target_observation_id,source_id,laboratory_anchor,source_license,canonical_accession,measurement_batch_id,biological_unit_id,source_asset_id,source_worksheet,source_row,source_coordinate,source_identifier,source_sample,condition_label,technical_replicate_id,author_quantity_type,author_numeric_value,author_value_state,rank_target_eligible,prefrozen_target_universe_member,multi_accession_group_flag,source_local_rank_percentile,source_batch_positive_count,cross_source_scale_use
T193_006d16068c4622c0c046,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P68363,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO50,,blood_proteomics_xlsx,usGO 0h vs 6h,15,S15,TBA1A_HUMAN;TBA1B_HUMAN;A0A1W2PQM2_HUMAN;B4DDU2_HUMAN;B4DQK4_HUMAN;Q8N532_HUMAN;TBA3C_HUMAN;TBA3E_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0018319166331706418,POSITIVE_FINITE,true,true,true,0.63157894736842102,20,PROHIBITED
T193_0071217a3e2611999130,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P27348,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO125,,blood_proteomics_xlsx,usGO 0h vs 6h,604,N604,1433B_HUMAN;1433T_HUMAN;A0A0J9YWE8_HUMAN;1433F_HUMAN;A0A0J9YWZ2_HUMAN,,,,NORMALIZED_ABUNDANCE,3.8723046117050949e-05,POSITIVE_FINITE,true,true,true,0.1111111111111111,19,PROHIBITED
T193_00932266bff6e688d607,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P04264,R4_PXD060795_F9,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,361,AF361,P04264,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,5258766968.70414,POSITIVE,true,true,false,1,16,PROHIBITED
T193_00dd0b86858e08588ef2,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,,blood_proteomics_xlsx,sGO 0h v 6h,169,U169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.002515021565850129,POSITIVE_FINITE,true,true,true,0.61111111111111116,19,PROHIBITED
T193_0130a50adc4b1e1d718b,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D1_23,PT_D1_23,protein_groups,,178,LFQ intensity PT_D1_23_2_S1-H1_6688:178,P06396;CON__Q3SX14,PT_D1_23_2_S1-H1_6688,,2,,1786200.0,POSITIVE,true,true,true,0.9285714285714286,15,PROHIBITED
T193_0139a72fb798526bf697,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P61026,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO36,,blood_proteomics_xlsx,usGO 0h vs 6h,224,R224,A0A024R7I3_HUMAN;RAB10_HUMAN;RAB13_HUMAN;RAB3A_HUMAN;B7Z8M7_HUMAN;RAB12_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0012333046858283368,POSITIVE_FINITE,true,true,true,0.66666666666666663,19,PROHIBITED
T193_018d0daeeb77795d4e32,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO53,,blood_proteomics_xlsx,usGO 0h vs 6h,66,T66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.22196836580295853,POSITIVE_FINITE,true,true,true,1,19,PROHIBITED
T193_020b048f88f18029d4d8,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P60174,R4_PXD060795_F2,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,150,Y150,P60174,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1553711.05660572,POSITIVE,true,true,false,0.26315789473684209,20,PROHIBITED
T193_022e43ad9c567f129321,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,86,Y86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00245632567703936,POSITIVE_FINITE,true,true,true,0.73684210526315785,20,PROHIBITED
T193_0244e8667215b4573632,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO50,,blood_proteomics_xlsx,usGO 0h vs 6h,381,S381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.007355326898721079,POSITIVE_FINITE,true,true,true,0.89473684210526316,20,PROHIBITED
T193_027b9dcb4556170a14ba,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D1_20,PT_D1_20,protein_groups,,178,LFQ intensity PT_D1_20_1_S1-E1_6673:178,P06396;CON__Q3SX14,PT_D1_20_1_S1-E1_6673,,1,,2257000.0,POSITIVE,true,true,true,0.72727272727272729,12,PROHIBITED
T193_0281eebeb8a988fa794f,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D3_96,PT_D3_96,protein_groups,,149,LFQ intensity PT_D3_96_1_S1-A4_6647:149,P04004;CON__Q3ZBS7,PT_D3_96_1_S1-A4_6647,,1,,2625100.0,POSITIVE,true,true,true,0.8571428571428571,15,PROHIBITED
T193_029c68f36f38d63c37a7,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D3_06,PT_D3_06,protein_groups,,178,LFQ intensity PT_D3_06_2_S1-F5_6682:178,P06396;CON__Q3SX14,PT_D3_06_2_S1-F5_6682,,2,,2770800.0,POSITIVE,true,true,true,0.9285714285714286,15,PROHIBITED
T193_02aa4db832a4f6e47e14,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P06396,R4_PXD060795_F7,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,333,AD333,P06396,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1250325103.99432,POSITIVE,true,true,false,0.9375,17,PROHIBITED
T193_02d7582cd29ddb135b4f,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P27348,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO60,,blood_proteomics_xlsx,usGO 0h vs 6h,604,H604,1433B_HUMAN;1433T_HUMAN;A0A0J9YWE8_HUMAN;1433F_HUMAN;A0A0J9YWZ2_HUMAN,,,,NORMALIZED_ABUNDANCE,3.105747600190289e-05,POSITIVE_FINITE,true,true,true,0.055555555555555552,19,PROHIBITED
T193_030821b780c44560483c,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_73,PT_D1_73,protein_groups,,385,LFQ intensity PT_D1_73_2_S1-B3_6646:385,Q9HDC9,PT_D1_73_2_S1-B3_6646,,2,,42058.0,POSITIVE,true,true,false,0.59999999999999998,16,PROHIBITED
T193_032ffedcabe506d153b5,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,O00187,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,420,Y420,MASP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00037359800768441099,POSITIVE_FINITE,true,true,false,0.21052631578947367,20,PROHIBITED
T193_035094ff3af91c1a8616,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P27348,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO5,,blood_proteomics_xlsx,usGO 0h vs 6h,604,C604,1433B_HUMAN;1433T_HUMAN;A0A0J9YWE8_HUMAN;1433F_HUMAN;A0A0J9YWZ2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00195962876428191,POSITIVE_FINITE,true,true,true,0.26315789473684209,20,PROHIBITED
T193_039f5f2aa7756acdeb15,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P37802,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,,blood_proteomics_xlsx,sGO 0h v 6h,438,P438,TAGL2_HUMAN,,,,NORMALIZED_ABUNDANCE,7.4676796697052637e-05,POSITIVE_FINITE,true,true,false,0,18,PROHIBITED
T193_03a3c9c3b4167d3d260b,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P37802,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,772,AA772,TAGL2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0003720875266228572,POSITIVE_FINITE,true,true,false,0.33333333333333331,19,PROHIBITED
T193_03a897fe10920ab36d69,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P37802,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,,blood_proteomics_xlsx,sGO 0h v 6h,438,U438,TAGL2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00045504919520036224,POSITIVE_FINITE,true,true,false,0.1111111111111111,19,PROHIBITED
T193_03b154f64c64bf9a5a80,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P37802,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO77,,blood_proteomics_xlsx,usGO 0h vs 6h,772,O772,TAGL2_HUMAN,,,,NORMALIZED_ABUNDANCE,4.0130556733999563e-05,POSITIVE_FINITE,true,true,false,0,19,PROHIBITED
T193_03d40f63b670950a6fce,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,O00187,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO94,,blood_proteomics_xlsx,sGO 0h v 6h,440,J440,MASP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0015024738558155274,POSITIVE_FINITE,true,true,false,0.625,17,PROHIBITED
T193_040b49c8fc690ff74af2,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P09493,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,541,AA541,J3KN67_HUMAN;Q5VU61_HUMAN;TPM1_HUMAN;A0A024R4K5_HUMAN;B4DTK3_HUMAN;B4E3P1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00032395694138669811,POSITIVE_FINITE,true,true,true,0.27777777777777779,19,PROHIBITED
T193_0413120472e4ad7539e0,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO60,,blood_proteomics_xlsx,usGO 0h vs 6h,283,H283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0013650431043962293,POSITIVE_FINITE,true,true,true,0.72222222222222221,19,PROHIBITED
T193_0431f99d9d0a5971e801,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P68366,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,28,O28,TBA4A_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0025584407198136856,POSITIVE_FINITE,true,true,false,0.35294117647058826,18,PROHIBITED
T193_0439dfc4cec325488670,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P09493,PT_D1_73,PT_D1_73,protein_groups,,322,LFQ intensity PT_D1_73_2_S1-B3_6646:322,P67936;P06753;CON__Q3SX28;P07951;P09493,PT_D1_73_2_S1-B3_6646,,2,,4411.5,POSITIVE,true,true,true,0.13333333333333333,16,PROHIBITED
T193_046b60e6abff53e44156,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P27348,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO96,,blood_proteomics_xlsx,sGO 0h v 6h,137,K137,D0PNI1_HUMAN;E7EX29_HUMAN;B0AZS6_HUMAN;E7ESK7_HUMAN;1433T_HUMAN;B7Z2E6_HUMAN;E5RGE1_HUMAN;1433F_HUMAN;B4DMT8_HUMAN;Q2F831_HUMAN,,,,NORMALIZED_ABUNDANCE,0.002885104898170635,POSITIVE_FINITE,true,true,true,0.83333333333333337,19,PROHIBITED
T193_048c290406639e2320f0,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D1_18,PT_D1_18,protein_groups,,149,LFQ intensity PT_D1_18_2_S1-D1_6658:149,P04004;CON__Q3ZBS7,PT_D1_18_2_S1-D1_6658,,2,,1514000.0,POSITIVE,true,true,true,0.75,13,PROHIBITED
T193_049668e1b16ac1935ef2,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D3_42,PT_D3_42,protein_groups,,178,LFQ intensity PT_D3_42_1_S1-G4_6693:178,P06396;CON__Q3SX14,PT_D3_42_1_S1-G4_6693,,1,,2465200.0,POSITIVE,true,true,true,0.76923076923076927,14,PROHIBITED
T193_04be116202e6adbe7b86,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,301,M301,K2C1_HUMAN;H6VRF9_HUMAN;H6VRG3_HUMAN;F8VP67_HUMAN;Q969I0_HUMAN,,,,NORMALIZED_ABUNDANCE,0.033341294915811961,POSITIVE_FINITE,true,true,true,1,19,PROHIBITED
T193_04feae7d60c00929e7de,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D1_73,PT_D1_73,protein_groups,,149,LFQ intensity PT_D1_73_2_S1-B3_6646:149,P04004;CON__Q3ZBS7,PT_D1_73_2_S1-B3_6646,,2,,3251000.0,POSITIVE,true,true,true,0.80000000000000004,16,PROHIBITED
T193_0525041f90cc4e816489,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D3_42,PT_D3_42,protein_groups,,385,LFQ intensity PT_D3_42_2_S1-H4_6694:385,Q9HDC9,PT_D3_42_2_S1-H4_6694,,2,,76997.0,POSITIVE,true,true,false,0.38461538461538464,14,PROHIBITED
T193_0550485ac507e0d99cf5,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P09493,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO77,,blood_proteomics_xlsx,usGO 0h vs 6h,541,O541,J3KN67_HUMAN;Q5VU61_HUMAN;TPM1_HUMAN;A0A024R4K5_HUMAN;B4DTK3_HUMAN;B4E3P1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0001258251803008459,POSITIVE_FINITE,true,true,true,0.16666666666666666,19,PROHIBITED
T193_0553347ddab0a26f6284,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,T_D3_178,T_D3_178,protein_groups,,51,LFQ intensity T_D3_178_2_S1-D7_6670:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,T_D3_178_2_S1-D7_6670,,2,,169.49,POSITIVE,true,true,true,0.071428571428571425,15,PROHIBITED
T193_0556e95fff81fa333201,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,O00187,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO87,,blood_proteomics_xlsx,usGO 0h vs 6h,420,X420,MASP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00072466697422868796,POSITIVE_FINITE,true,true,false,0.10526315789473684,20,PROHIBITED
T193_0564096f2632e42a6145,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P09493,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,541,Y541,J3KN67_HUMAN;Q5VU61_HUMAN;TPM1_HUMAN;A0A024R4K5_HUMAN;B4DTK3_HUMAN;B4E3P1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00045097016552013143,POSITIVE_FINITE,true,true,true,0.42105263157894735,20,PROHIBITED
T193_057a619a799432248193,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P10599,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO126,,blood_proteomics_xlsx,usGO 0h vs 6h,71,AB71,THIO_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0001509016861635205,POSITIVE_FINITE,true,true,false,0.31578947368421051,20,PROHIBITED
T193_0601f1af35ff95936b2b,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_33,PT_D1_33,protein_groups,,385,LFQ intensity PT_D1_33_2_S1-B2_6644:385,Q9HDC9,PT_D1_33_2_S1-B2_6644,,2,,42701.0,POSITIVE,true,true,false,0.5,17,PROHIBITED
T193_060c375f34af10edd837,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P63000,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO42,,blood_proteomics_xlsx,usGO 0h vs 6h,477,F477,RAC1_HUMAN;RAC2_HUMAN;A0A024R9T5_HUMAN;B1AH77_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0031763273265557434,POSITIVE_FINITE,true,true,true,0.83333333333333337,19,PROHIBITED
T193_0624df67e4b033cbcc4d,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,Q04695,R4_PXD060795_F1,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,117,X117,Q04695,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,123660104.181664,POSITIVE,true,true,false,0.84999999999999998,21,PROHIBITED
T193_064e93a3fae696138584,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D3_22,PT_D3_22,protein_groups,,385,LFQ intensity PT_D3_22_2_S1-D4_6664:385,Q9HDC9,PT_D3_22_2_S1-D4_6664,,2,,48098.0,POSITIVE,true,true,false,0.5,13,PROHIBITED
T193_0683d412095e6d2c19ac,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D3_37,PT_D3_37,protein_groups,,149,LFQ intensity PT_D3_37_1_S1-G5_6695:149,P04004;CON__Q3ZBS7,PT_D3_37_1_S1-G5_6695,,1,,1774100.0,POSITIVE,true,true,true,0.76923076923076927,14,PROHIBITED
T193_068f8437019b72b08e4d,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P37802,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO50,,blood_proteomics_xlsx,usGO 0h vs 6h,772,S772,TAGL2_HUMAN,,,,NORMALIZED_ABUNDANCE,4.0839739579241917e-05,POSITIVE_FINITE,true,true,false,0,20,PROHIBITED
T193_06a22f57fd064ace1382,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D3_14,PT_D3_14,protein_groups,,178,LFQ intensity PT_D3_14_1_S1-C5_6665:178,P06396;CON__Q3SX14,PT_D3_14_1_S1-C5_6665,,1,,3581100.0,POSITIVE,true,true,true,0.93333333333333335,16,PROHIBITED
T193_06bac4268eacbd2d362d,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q04695,PT_D1_73,PT_D1_73,protein_groups,,51,LFQ intensity PT_D1_73_2_S1-B3_6646:51,CON__Q04695;Q04695;CON__P19001;CON__Q9C075;CON__Q99PS0;Q9C075,PT_D1_73_2_S1-B3_6646,,2,,518.21,POSITIVE,true,true,true,0.066666666666666666,16,PROHIBITED
T193_06c1d053539ffd34fcd9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D1_18,PT_D1_18,protein_groups,,178,LFQ intensity PT_D1_18_2_S1-D1_6658:178,P06396;CON__Q3SX14,PT_D1_18_2_S1-D1_6658,,2,,2437400.0,POSITIVE,true,true,true,1,13,PROHIBITED
T193_06f9cacd7e2d3c69d407,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04264,T_D1_173,T_D1_173,protein_groups,,160,LFQ intensity T_D1_173_1_S1-E6_6683:160,P04264;CON__P04264;CON__Q6IFZ6;CON__H-INV:HIT000016045;CON__Q9H552,T_D1_173_1_S1-E6_6683,,1,,131640.0,POSITIVE,true,true,true,0.5,15,PROHIBITED
T193_070e6f5302131dea7795,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9H4B7,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO97,,blood_proteomics_xlsx,sGO 0h v 6h,23,V23,TBB1_HUMAN;TBB3_HUMAN,,,,NORMALIZED_ABUNDANCE,8.3275207969424767e-05,POSITIVE_FINITE,true,true,true,0.1111111111111111,19,PROHIBITED
T193_07b422e6d388905b7b73,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P27348,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,137,O137,D0PNI1_HUMAN;E7EX29_HUMAN;B0AZS6_HUMAN;E7ESK7_HUMAN;1433T_HUMAN;B7Z2E6_HUMAN;E5RGE1_HUMAN;1433F_HUMAN;B4DMT8_HUMAN;Q2F831_HUMAN,,,,NORMALIZED_ABUNDANCE,0.021195362831471203,POSITIVE_FINITE,true,true,true,0.82352941176470584,18,PROHIBITED
T193_07cedcc37da97c17caf4,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO76,,blood_proteomics_xlsx,usGO 0h vs 6h,381,J381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0017678321826258615,POSITIVE_FINITE,true,true,true,0.40000000000000002,21,PROHIBITED
T193_07d7485a752b58433420,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,T_D1_186,T_D1_186,protein_groups,,385,LFQ intensity T_D1_186_1_S1-C6_6667:385,Q9HDC9,T_D1_186_1_S1-C6_6667,,1,,57706.0,POSITIVE,true,true,false,0.53846153846153844,14,PROHIBITED
T193_07e6a4ec1f25fb17a1bf,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P63000,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO79,,blood_proteomics_xlsx,usGO 0h vs 6h,477,V477,RAC1_HUMAN;RAC2_HUMAN;A0A024R9T5_HUMAN;B1AH77_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0011186174001103688,POSITIVE_FINITE,true,true,true,0.5,19,PROHIBITED
T193_07e7439d493565c4d807,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P06396,R4_PXD060795_F8,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,333,AE333,P06396,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1308700630.35647,POSITIVE,true,true,false,0.93333333333333335,16,PROHIBITED
T193_07f6462e3e634bf197d4,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_34,PT_D1_34,protein_groups,,385,LFQ intensity PT_D1_34_1_S1-C2_6659:385,Q9HDC9,PT_D1_34_1_S1-C2_6659,,1,,14298.0,POSITIVE,true,true,false,0.41666666666666669,13,PROHIBITED
T193_0833138dddd1b8ae12f5,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P26038,R4_PXD060795_F7,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,210,AD210,P26038,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,606067.641676718,POSITIVE,true,true,false,0.375,17,PROHIBITED
T193_083eb319b7bb053cc305,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_16,PT_D1_16,protein_groups,,385,LFQ intensity PT_D1_16_1_S1-A1_6641:385,Q9HDC9,PT_D1_16_1_S1-A1_6641,,1,,52658.0,POSITIVE,true,true,false,0.5625,17,PROHIBITED
